id_estacion;id_carburante;precio_carburante 
3048;6;1,409
3048;7;1,51
3049;1;1,519
3049;6;1,399
3049;13;0,969
3050;1;1,449
3050;6;1,339
3051;1;1,539
3051;6;1,472
3051;8;1,159
3052;1;1,549
3052;4;1,659
3052;6;1,429
3052;13;0,969
3053;1;1,519
3053;4;1,619
3053;6;1,419
3053;7;1,459
3054;1;1,539
3054;4;1,679
3054;6;1,439
3054;7;1,519
3055;1;1,529
3055;4;1,671
3055;6;1,439
3055;7;1,529
3056;1;1,568
3056;3;1,629
3056;6;1,498
3056;7;1,601
3057;1;1,529
3057;4;1,671
3057;6;1,439
3057;7;1,529
3058;1;1,427
3058;6;1,327
3059;1;1,509
3059;6;1,409
3060;1;1,549
3060;4;1,689
3060;6;1,439
3060;7;1,529
3061;1;1,439
3061;6;1,339
3061;8;1,259
3062;1;1,539
3062;4;1,649
3062;6;1,419
3062;7;1,499
3063;1;1,449
3063;6;1,339
3063;7;1,349
3064;6;1,36
3064;8;0,934
3065;1;1,539
3065;6;1,479
3065;7;1,579
3066;6;1,366
3066;8;0,976
3067;1;1,449
3067;6;1,312
3068;1;1,549
3068;4;1,689
3068;6;1,449
3068;7;1,559
3069;1;1,539
3069;4;1,689
3069;6;1,479
3069;7;1,579
3070;1;1,539
3070;4;1,679
3070;6;1,449
3070;7;1,539
3071;1;1,479
3071;4;1,639
3071;6;1,399
3071;7;1,439
3072;1;1,499
3072;5;1,599
3072;6;1,429
3073;1;1,529
3073;3;1,599
3073;6;1,429
3073;7;1,525
3073;8;1,171
3074;1;1,419
3074;6;1,299
3075;1;1,469
3075;6;1,359
3076;1;1,539
3076;6;1,429
3076;7;1,539
3077;1;1,391
3077;6;1,286
3077;7;1,306
3078;1;1,509
3078;3;1,609
3078;6;1,409
3078;7;1,489
3079;1;1,504
3079;6;1,399
3079;7;1,459
3080;1;1,509
3080;6;1,409
3081;1;1,479
3081;4;1,689
3081;6;1,399
3081;7;1,529
3082;1;1,568
3082;3;1,629
3082;6;1,5
3082;7;1,607
3083;1;1,569
3083;3;1,629
3083;4;1,701
3083;6;1,511
3083;7;1,609
3084;1;1,529
3084;4;1,671
3084;6;1,439
3084;7;1,529
3085;1;1,439
3085;6;1,352
3085;7;1,424
3085;8;1,139
3086;1;1,569
3086;4;1,679
3086;6;1,469
3086;7;1,569
3086;8;1,171
3086;13;0,979
3087;1;1,549
3087;4;1,659
3087;6;1,419
3087;7;1,459
3088;1;1,427
3088;6;1,319
3089;1;1,449
3089;6;1,319
3090;1;1,427
3090;6;1,319
3091;1;1,509
3091;6;1,419
3091;8;0,999
3092;1;1,509
3092;6;1,389
3093;1;1,459
3093;6;1,389
3093;7;1,439
3093;8;0,999
3094;1;1,439
3094;6;1,379
3095;1;1,499
3095;6;1,459
3095;7;1,549
3096;1;1,579
3096;6;1,479
3096;7;1,579
3097;6;1,319
3097;8;0,949
3098;1;1,419
3098;6;1,299
3098;13;0,92
3099;1;1,529
3099;4;1,671
3099;6;1,419
3099;7;1,509
3099;13;0,925
3100;1;1,419
3100;6;1,299
3101;1;1,419
3101;6;1,299
3102;1;1,519
3102;4;1,639
3102;6;1,419
3102;7;1,499
3103;6;1,248
3103;8;0,988
3104;1;1,509
3104;6;1,429
3105;1;1,534
3105;3;1,599
3105;6;1,447
3105;7;1,552
3106;1;1,509
3106;3;1,539
3106;4;1,629
3106;6;1,419
3106;7;1,509
3106;13;0,959
3107;1;1,539
3107;3;1,589
3107;6;1,452
3107;7;1,527
3108;1;1,519
3108;4;1,639
3108;6;1,419
3108;7;1,509
3109;1;1,529
3109;4;1,671
3109;6;1,419
3109;7;1,509
3110;1;1,519
3110;4;1,639
3110;6;1,429
3110;7;1,499
3111;6;1,32
3112;1;1,529
3112;4;1,671
3112;6;1,409
3112;7;1,499
3113;1;1,509
3113;4;1,629
3113;6;1,419
3113;7;1,489
3114;1;1,529
3114;4;1,671
3114;6;1,419
3114;7;1,509
3115;1;1,479
3115;4;1,699
3115;6;1,349
3115;8;1,119
3116;1;1,509
3116;3;1,579
3116;4;1,641
3116;6;1,417
3116;7;1,517
3117;1;1,529
3117;4;1,671
3117;6;1,439
3117;7;1,519
3118;1;1,499
3118;3;1,529
3118;6;1,419
3118;7;1,479
3119;1;1,377
3119;6;1,277
3120;1;1,399
3120;6;1,299
3121;1;1,399
3121;6;1,299
3122;1;1,377
3122;6;1,277
3123;1;1,509
3123;3;1,584
3123;4;1,641
3123;6;1,427
3123;7;1,519
3123;8;1,189
3124;1;1,499
3124;4;1,639
3124;6;1,399
3124;7;1,479
3125;1;1,469
3125;4;1,579
3125;6;1,339
3125;7;1,379
3126;1;1,529
3126;4;1,671
3126;6;1,429
3126;7;1,519
3127;1;1,377
3127;6;1,277
3128;1;1,377
3128;6;1,277
3129;1;1,499
3129;4;1,869
3129;6;1,389
3129;7;1,439
3130;1;1,529
3130;4;1,671
3130;6;1,429
3130;7;1,519
3131;1;1,529
3131;4;1,671
3131;6;1,429
3131;7;1,519
3132;1;1,509
3132;6;1,419
3132;7;1,479
3133;1;1,377
3133;6;1,277
3134;1;1,399
3134;6;1,299
3135;1;1,397
3135;6;1,297
3135;7;1,317
3136;1;1,519
3136;4;1,639
3136;6;1,429
3136;7;1,489
3137;1;1,529
3137;4;1,671
3137;6;1,429
3137;7;1,519
3138;1;1,509
3138;3;1,539
3138;6;1,419
3138;7;1,479
3139;1;1,509
3139;3;1,549
3139;4;1,629
3139;6;1,419
3139;7;1,479
3139;13;0,969
3140;1;1,479
3140;6;1,379
3141;1;1,397
3141;6;1,297
3142;1;1,529
3142;4;1,666
3142;6;1,429
3142;7;1,495
3143;1;1,499
3143;3;1,529
3143;4;1,639
3143;6;1,419
3143;7;1,519
3143;8;1,151
3144;1;1,539
3144;6;1,439
3144;7;1,509
3145;1;1,419
3145;6;1,309
3146;1;1,539
3146;6;1,439
3147;1;1,888
3147;6;1,688
3148;1;1,499
3148;4;1,619
3148;6;1,419
3148;7;1,479
3149;1;1,4
3149;6;1,31
3149;8;0,94
3150;1;1,499
3150;4;1,619
3150;6;1,419
3150;7;1,479
3151;1;1,409
3151;6;1,299
3152;1;1,499
3152;4;1,619
3152;6;1,429
3152;7;1,489
3153;1;1,477
3153;6;1,387
3154;1;1,479
3154;6;1,389
3155;1;1,486
3155;4;1,616
3155;6;1,417
3155;7;1,474
3156;1;1,519
3156;6;1,409
3157;1;1,39
3157;6;1,33
3157;8;0,94
3158;1;1,399
3158;6;1,289
3158;7;1,299
3159;1;1,486
3159;4;1,616
3159;6;1,417
3159;7;1,474
3160;1;1,468
3160;6;1,358
3160;8;1,29
3161;1;1,579
3161;6;1,485
3162;1;1,469
3162;4;1,569
3162;6;1,389
3162;12;1,199
3163;1;1,479
3163;4;1,619
3163;6;1,389
3163;7;1,469
3164;1;1,469
3164;4;1,557
3164;6;1,349
3164;7;1,409
3164;13;0,979
3165;1;1,509
3165;3;1,549
3165;4;1,649
3165;6;1,449
3165;7;1,539
3165;8;1,176
3166;1;1,389
3166;6;1,239
3167;1;1,469
3167;6;1,349
3168;1;1,389
3168;6;1,239
3169;1;1,509
3169;3;1,549
3169;4;1,639
3169;6;1,439
3169;7;1,539
3170;1;1,369
3170;4;1,509
3170;6;1,284
3170;7;1,334
3171;1;1,364
3171;4;1,504
3171;6;1,269
3171;7;1,349
3172;1;1,379
3172;6;1,249
3172;7;1,269
3173;1;1,409
3173;4;1,559
3173;6;1,309
3173;7;1,429
3174;1;1,364
3174;4;1,499
3174;6;1,264
3174;7;1,289
3175;1;1,35
3175;6;1,27
3175;8;0,91
3176;1;1,514
3176;3;1,579
3176;6;1,418
3176;7;1,507
3177;1;1,339
3177;6;1,249
3178;1;1,519
3178;3;1,559
3178;6;1,429
3178;7;1,529
3179;1;1,349
3179;6;1,249
3179;7;1,259
3180;1;1,559
3180;4;1,701
3180;6;1,449
3180;7;1,539
3181;1;1,519
3181;3;1,549
3181;4;1,649
3181;6;1,439
3181;7;1,519
3181;13;0,959
3182;1;1,349
3182;6;1,249
3183;1;1,519
3183;3;1,549
3183;4;1,649
3183;6;1,439
3183;7;1,519
3183;13;0,959
3184;1;1,549
3184;4;1,689
3184;6;1,399
3184;7;1,479
3185;1;1,339
3185;6;1,229
3186;1;1,559
3186;4;1,701
3186;6;1,449
3186;7;1,539
3187;1;1,499
3187;4;1,599
3187;6;1,369
3187;7;1,409
3188;1;1,519
3188;4;1,649
3188;6;1,439
3188;13;0,959
3189;1;1,519
3189;6;1,439
3189;7;1,519
3190;1;1,569
3190;4;1,699
3190;6;1,439
3190;7;1,519
3191;1;1,509
3191;3;1,589
3191;6;1,419
3191;7;1,519
3192;1;1,509
3192;6;1,429
3192;7;1,519
3193;1;1,509
3193;3;1,549
3193;4;1,629
3193;6;1,429
3193;7;1,529
3194;1;1,509
3194;6;1,429
3194;8;1,176
3195;1;1,449
3195;4;1,589
3195;6;1,339
3195;7;1,409
3196;1;1,379
3196;6;1,279
3196;7;1,289
3197;1;1,519
3197;4;1,629
3197;6;1,439
3197;7;1,529
3198;1;1,499
3198;4;1,599
3198;6;1,389
3198;7;1,429
3199;1;1,529
3199;4;1,639
3199;6;1,439
3199;7;1,539
3200;1;1,509
3200;3;1,569
3200;6;1,419
3200;7;1,519
3201;1;1,519
3201;3;1,559
3201;4;1,639
3201;6;1,429
3201;7;1,529
3201;13;0,969
3202;1;1,379
3202;6;1,279
3202;7;1,289
3203;1;1,484
3203;4;1,604
3203;6;1,424
3203;7;1,514
3204;1;1,509
3204;3;1,549
3204;6;1,449
3204;7;1,529
3204;8;1,176
3205;6;1,359
3205;8;1,099
3206;6;1,365
3206;8;0,99
3207;1;1,499
3207;6;1,419
3207;7;1,479
3208;8;1,1
3209;1;1,599
3209;6;1,489
3209;8;1,249
3210;1;1,529
3210;4;1,689
3210;6;1,449
3210;8;1,176
3210;13;0,959
3210;14;1,309
3210;15;1,229
3211;8;0,93
3212;1;1,559
3212;4;1,689
3212;6;1,469
3212;7;1,549
3212;8;1,159
3213;1;1,459
3213;6;1,389
3214;1;1,549
3214;6;1,479
3214;8;1,169
3215;1;1,509
3215;4;1,651
3215;6;1,419
3215;7;1,509
3216;1;1,489
3216;4;1,609
3216;6;1,399
3216;7;1,439
3217;1;1,439
3217;6;1,339
3218;1;1,409
3218;6;1,309
3219;1;1,439
3219;4;1,579
3219;6;1,329
3219;7;1,409
3220;1;1,499
3220;4;1,649
3220;6;1,419
3220;7;1,469
3221;1;1,419
3221;4;1,491
3221;6;1,319
3221;7;1,379
3222;1;1,544
3222;3;1,604
3222;6;1,459
3222;7;1,525
3223;1;1,509
3223;4;1,629
3223;6;1,479
3223;7;1,539
3224;1;1,544
3224;3;1,594
3224;6;1,467
3224;7;1,548
3225;1;1,539
3225;6;1,459
3225;7;1,539
3226;1;1,409
3226;6;1,349
3227;6;1,326
3227;8;0,926
3228;1;1,698
3228;4;1,858
3228;6;1,558
3228;7;1,598
3229;1;1,569
3229;6;1,449
3230;1;1,579
3230;3;1,669
3230;6;1,509
3230;7;1,599
3231;1;1,579
3231;6;1,479
3231;7;1,569
3232;1;1,409
3232;6;1,309
3233;1;1,499
3233;4;1,639
3233;6;1,409
3233;7;1,489
3234;1;1,369
3234;6;1,289
3234;7;1,299
3235;1;1,509
3235;4;1,649
3235;6;1,419
3235;7;1,509
3236;1;1,409
3236;6;1,339
3236;7;1,419
3237;1;1,399
3237;6;1,329
3238;1;1,499
3238;3;1,539
3238;4;1,659
3238;6;1,429
3238;7;1,529
3238;13;0,959
3239;1;1,439
3239;6;1,359
3239;7;1,489
3240;1;1,499
3240;3;1,539
3240;4;1,659
3240;6;1,429
3240;7;1,529
3241;1;1,369
3241;6;1,269
3242;1;1,509
3242;4;1,651
3242;6;1,439
3242;7;1,529
3243;1;1,509
3243;4;1,651
3243;6;1,439
3243;7;1,529
3244;1;1,379
3244;6;1,279
3244;7;1,297
3245;1;1,499
3245;4;1,609
3245;6;1,389
3245;7;1,429
3246;1;1,389
3246;4;1,489
3246;6;1,299
3246;7;1,399
3247;1;1,574
3247;3;1,624
3247;6;1,477
3247;7;1,572
3248;1;1,439
3248;4;1,629
3248;6;1,359
3248;7;1,489
3249;1;1,349
3249;6;1,269
3250;1;1,509
3250;4;1,651
3250;6;1,439
3250;7;1,529
3251;1;1,419
3251;6;1,319
3251;7;1,359
3251;13;0,959
3252;1;1,369
3252;6;1,269
3253;1;1,399
3253;6;1,299
3254;1;1,369
3254;6;1,269
3255;1;1,529
3255;6;1,419
3255;7;1,509
3256;1;1,529
3256;6;1,439
3257;1;1,349
3257;6;1,259
3258;1;1,469
3258;4;1,609
3258;6;1,374
3258;7;1,444
3259;1;1,397
3259;6;1,337
3259;7;1,552
3260;1;1,499
3260;3;1,559
3260;6;1,399
3260;7;1,465
3261;1;1,509
3261;4;1,651
3261;6;1,439
3261;7;1,529
3262;6;1,32
3262;8;0,99
3263;1;1,509
3263;4;1,639
3263;6;1,399
3263;7;1,459
3263;8;0,979
3263;13;0,969
3264;1;1,429
3264;6;1,359
3265;1;1,559
3265;6;1,468
3265;7;1,528
3266;1;1,549
3266;3;1,604
3266;6;1,487
3266;7;1,547
3267;1;1,559
3267;4;1,679
3267;6;1,479
3267;7;1,579
3268;1;1,509
3268;6;1,399
3269;1;1,529
3269;4;1,649
3269;6;1,429
3269;7;1,489
3270;1;1,329
3270;6;1,249
3271;1;1,529
3271;4;1,671
3271;6;1,419
3271;7;1,509
3272;1;1,329
3272;6;1,249
3272;7;1,259
3273;1;1,329
3273;6;1,249
3274;1;1,329
3274;6;1,249
3275;1;1,529
3275;4;1,671
3275;6;1,419
3275;7;1,509
3276;1;1,504
3276;6;1,497
3276;7;1,557
3277;1;1,504
3277;3;1,559
3277;6;1,497
3277;7;1,557
3277;13;0,969
3278;1;1,329
3278;6;1,249
3279;1;1,329
3279;6;1,249
3279;7;1,259
3280;1;1,449
3280;4;1,629
3280;6;1,359
3280;7;1,399
3281;6;1,35
3281;8;0,98
3282;1;1,479
3282;6;1,389
3282;8;1,029
3283;1;1,559
3283;4;1,689
3283;6;1,469
3283;7;1,549
3283;8;1,169
3284;6;1,255
3285;1;1,539
3285;3;1,599
3285;6;1,472
3285;7;1,537
3286;1;1,564
3286;4;1,704
3286;6;1,494
3286;7;1,574
3287;1;1,389
3287;6;1,307
3288;1;1,549
3288;4;1,679
3288;6;1,468
3288;7;1,539
3288;8;1,139
3288;13;0,969
3289;1;1,569
3289;3;1,629
3289;6;1,5
3289;7;1,607
3290;1;1,499
3290;3;1,529
3290;4;1,659
3290;6;1,419
3290;7;1,479
3291;1;1,437
3291;6;1,327
3291;13;0,987
3292;1;1,389
3292;6;1,307
3293;1;1,594
3293;4;1,726
3293;6;1,498
3293;7;1,572
3294;1;1,499
3294;6;1,409
3295;1;1,391
3295;6;1,286
3296;1;1,419
3296;6;1,302
3297;1;1,392
3297;6;1,286
3297;7;1,306
3298;1;1,529
3298;4;1,671
3298;6;1,429
3298;7;1,519
3299;1;1,519
3299;4;1,659
3299;6;1,429
3299;7;1,509
3300;1;1,549
3300;4;1,669
3300;6;1,439
3300;7;1,539
3301;1;1,517
3301;6;1,417
3302;1;1,429
3302;6;1,319
3302;8;1,049
3303;1;1,499
3303;4;1,619
3303;6;1,389
3303;7;1,449
3303;8;1,109
3304;1;1,519
3304;3;1,659
3304;6;1,449
3304;7;1,539
3305;1;1,529
3305;6;1,429
3305;8;1,109
3306;1;1,529
3306;4;1,671
3306;6;1,429
3306;7;1,519
3307;1;1,45
3307;6;1,36
3307;8;0,93
3308;6;1,32
3308;8;0,9
3309;1;1,499
3309;6;1,329
3309;8;0,929
3310;1;1,536
3310;6;1,369
3311;1;1,459
3311;4;1,579
3311;6;1,359
3311;7;1,419
3311;13;0,95
3312;1;1,469
3312;6;1,369
3313;1;1,559
3313;4;1,719
3313;6;1,429
3313;7;1,529
3314;1;1,459
3314;6;1,359
3314;13;0,95
3315;1;1,459
3315;4;1,579
3315;6;1,359
3315;7;1,419
3316;1;1,564
3316;4;1,716
3316;6;1,459
3316;7;1,559
3317;1;1,459
3317;6;1,359
3318;1;1,485
3318;6;1,385
3318;7;1,439
3319;1;1,579
3319;4;1,729
3319;6;1,459
3319;7;1,559
3319;8;1,189
3320;1;1,559
3320;4;1,699
3320;6;1,459
3320;7;1,559
3320;8;1,179
3321;1;1,559
3321;4;1,719
3321;6;1,479
3321;7;1,579
3322;1;1,569
3322;4;1,719
3322;6;1,469
3322;7;1,569
3323;1;1,449
3323;6;1,359
3324;1;1,529
3324;6;1,429
3324;7;1,499
3325;1;1,569
3325;6;1,399
3326;1;1,499
3326;6;1,399
3326;8;0,999
3327;1;1,514
3327;6;1,424
3327;7;1,514
3328;6;1,27
3328;8;0,93
3329;1;1,459
3329;6;1,379
3330;6;1,317
3330;8;0,921
3331;1;1,439
3331;6;1,379
3331;13;0,999
3332;1;1,499
3332;4;1,649
3332;6;1,479
3332;7;1,569
3333;1;1,499
3333;4;1,649
3333;6;1,469
3333;7;1,569
3334;1;1,439
3334;6;1,379
3334;7;1,439
3335;1;1,559
3335;4;1,609
3335;6;1,439
3335;7;1,519
3335;8;1,119
3336;1;1,599
3336;6;1,489
3337;1;1,559
3337;6;1,449
3338;1;1,569
3338;4;1,689
3338;6;1,459
3338;7;1,549
3338;8;1,12
3339;1;1,559
3339;6;1,449
3340;1;1,619
3340;4;1,769
3340;6;1,479
3340;12;1,569
3341;1;1,599
3341;6;1,479
3341;12;1,469
3341;13;0,969
3342;1;1,599
3342;4;1,719
3342;6;1,479
3342;7;1,579
3342;8;1,249
3343;1;1,604
3343;6;1,479
3344;1;1,599
3344;4;1,719
3344;6;1,489
3345;1;1,604
3345;3;1,664
3345;6;1,512
3345;7;1,578
3346;1;1,569
3346;6;1,479
3347;1;1,589
3347;4;1,739
3347;6;1,499
3347;7;1,599
3347;13;0,939
3348;1;1,609
3348;4;1,769
3348;6;1,479
3349;1;1,449
3349;4;1,589
3349;6;1,339
3349;7;1,419
3350;1;1,599
3350;4;1,759
3350;6;1,469
3351;1;1,429
3351;6;1,299
3351;7;1,319
3352;1;1,48
3352;6;1,37
3353;1;1,599
3353;4;1,759
3353;6;1,479
3353;7;1,559
3353;13;0,999
3354;1;1,654
3354;3;1,709
3354;6;1,538
3354;7;1,647
3355;1;1,549
3355;4;1,719
3355;6;1,419
3355;7;1,459
3356;1;1,499
3356;4;1,639
3356;6;1,429
3356;7;1,509
3357;1;1,599
3357;6;1,469
3357;7;1,529
3357;13;0,969
3358;1;1,529
3358;3;1,609
3358;6;1,499
3358;7;1,579
3358;13;0,991
3359;1;1,509
3359;4;1,641
3359;6;1,429
3359;7;1,495
3359;8;1,196
3359;13;0,969
3360;1;1,449
3360;6;1,289
3360;7;1,309
3361;1;1,569
3361;4;1,719
3361;6;1,449
3361;13;0,959
3362;1;1,499
3362;4;1,668
3362;6;1,339
3362;7;1,428
3362;8;1,169
3363;6;1,275
3364;1;1,449
3364;6;1,289
3365;1;1,579
3365;4;1,729
3365;6;1,499
3365;7;1,599
3366;1;1,449
3366;6;1,289
3367;1;1,534
3367;4;1,666
3367;6;1,419
3367;7;1,485
3367;8;1,179
3367;13;0,969
3368;1;1,579
3368;6;1,499
3369;1;1,409
3369;6;1,319
3370;1;1,589
3370;4;1,731
3370;6;1,509
3370;7;1,599
3371;1;1,429
3371;4;1,569
3371;6;1,339
3371;7;1,419
3372;1;1,579
3372;4;1,747
3372;6;1,439
3373;1;1,579
3373;4;1,719
3373;6;1,479
3373;7;1,579
3374;1;1,579
3374;4;1,719
3374;6;1,479
3374;7;1,579
3375;1;1,479
3375;4;1,659
3375;6;1,379
3375;8;0,999
3376;1;1,609
3376;4;1,769
3376;6;1,499
3377;1;1,459
3377;6;1,339
3377;7;1,359
3378;6;1,298
3379;1;1,564
3379;4;1,704
3379;6;1,484
3379;7;1,564
3379;13;0,969
3380;1;1,47
3380;4;1,66
3380;6;1,24
3381;1;1,574
3381;4;1,706
3381;6;1,497
3381;7;1,572
3382;1;1,479
3382;4;1,669
3382;6;1,249
3382;7;1,419
3382;8;1,229
3382;13;0,969
3383;6;1,46
3383;8;1,12
3384;1;1,559
3384;4;1,719
3384;6;1,449
3385;1;1,599
3385;6;1,489
3386;1;1,599
3386;4;1,749
3386;6;1,519
3386;7;1,599
3386;8;1,199
3386;13;0,959
3387;1;1,579
3387;4;1,719
3387;6;1,489
3387;7;1,579
3387;13;0,999
3388;1;1,589
3388;4;1,749
3388;6;1,479
3389;1;1,599
3389;6;1,489
3389;7;1,569
3389;8;1,319
3390;1;1,599
3390;6;1,489
3391;1;1,609
3391;3;1,649
3391;4;1,769
3391;6;1,499
3391;13;0,959
3392;1;1,559
3392;4;1,719
3392;6;1,449
3393;1;1,579
3393;4;1,679
3393;6;1,389
3394;1;1,429
3394;6;1,299
3394;7;1,319
3395;1;1,599
3395;4;1,729
3395;6;1,469
3396;1;1,449
3396;6;1,309
3397;1;1,573
3397;3;1,623
3397;6;1,458
3397;7;1,529
3398;1;1,599
3398;4;1,731
3398;6;1,488
3398;7;1,549
3398;8;1,199
3399;1;1,569
3399;4;1,689
3399;6;1,459
3400;1;1,46
3400;6;1,35
3400;8;1
3401;1;1,594
3401;4;1,726
3401;6;1,479
3401;7;1,545
3402;1;1,594
3402;4;1,726
3402;6;1,479
3402;7;1,545
3403;1;1,459
3403;4;1,719
3403;6;1,329
3403;7;1,379
3403;13;0,979
3404;1;1,559
3404;4;1,799
3404;6;1,469
3404;8;1,159
3405;1;1,609
3405;6;1,479
3405;7;1,539
3406;1;1,538
3406;6;1,398
3406;7;1,508
3406;13;0,968
3407;1;1,469
3407;4;1,659
3407;6;1,349
3407;7;1,499
3407;8;1,189
3408;1;1,534
3408;3;1,614
3408;6;1,409
3408;7;1,489
3409;1;1,549
3409;4;1,699
3409;6;1,459
3409;7;1,539
3409;13;0,949
3410;1;1,529
3410;4;1,655
3410;6;1,399
3410;7;1,485
3410;8;1,165
3410;13;0,965
3411;1;1,479
3411;6;1,379
3411;8;1,04
3412;1;1,529
3412;4;1,661
3412;6;1,449
3412;7;1,515
3413;1;1,549
3413;4;1,669
3413;6;1,469
3413;7;1,529
3414;1;1,529
3414;6;1,449
3415;1;1,589
3415;4;1,721
3415;6;1,489
3415;7;1,555
3416;1;1,569
3416;6;1,449
3416;7;1,529
3417;1;1,579
3417;4;1,711
3417;6;1,459
3417;7;1,525
3417;13;0,929
3418;1;1,569
3418;4;1,729
3418;6;1,439
3419;1;1,55
3419;4;1,728
3419;6;1,42
3419;7;1,549
3419;8;1,12
3419;13;0,959
3420;1;1,539
3420;6;1,449
3420;7;1,529
3421;1;1,559
3421;4;1,719
3421;6;1,469
3422;1;1,589
3422;4;1,699
3422;6;1,479
3422;7;1,529
3423;1;1,559
3423;4;1,679
3423;6;1,449
3424;1;1,479
3424;4;1,669
3424;6;1,249
3424;7;1,419
3425;1;1,399
3425;6;1,269
3425;7;1,289
3426;1;1,579
3426;4;1,709
3426;6;1,469
3426;7;1,589
3427;1;1,5
3427;6;1,37
3428;1;1,419
3428;6;1,279
3429;1;1,609
3429;4;1,769
3429;6;1,479
3430;1;1,559
3430;4;1,739
3430;6;1,439
3430;7;1,519
3431;1;1,599
3431;6;1,479
3431;7;1,559
3431;8;1,319
3432;1;1,614
3432;4;1,746
3432;6;1,501
3432;7;1,572
3432;8;1,199
3433;1;1,609
3433;6;1,459
3434;1;1,609
3434;4;1,759
3434;6;1,479
3434;7;1,529
3435;6;1,38
3436;1;1,559
3436;4;1,709
3436;6;1,419
3436;7;1,459
3437;1;1,389
3437;6;1,239
3438;1;1,389
3438;6;1,239
3439;1;1,389
3439;3;1,389
3439;6;1,309
3439;7;1,309
3440;1;1,499
3440;4;1,659
3440;6;1,379
3440;7;1,499
3441;1;1,389
3441;6;1,239
3442;1;1,559
3442;4;1,709
3442;6;1,419
3442;7;1,459
3443;1;1,389
3443;6;1,239
3444;1;1,609
3444;4;1,769
3444;6;1,479
3444;14;1,309
3445;1;1,627
3445;4;1,759
3445;6;1,458
3445;7;1,522
3445;8;1,132
3445;13;0,969
3446;1;1,579
3446;6;1,419
3446;7;1,449
3446;13;0,959
3447;1;1,609
3447;4;1,759
3447;6;1,479
3447;7;1,479
3448;1;1,599
3448;4;1,749
3448;6;1,469
3448;7;1,559
3448;13;0,999
3449;1;1,609
3449;6;1,459
3450;1;1,609
3450;4;1,749
3450;6;1,479
3450;7;1,559
3451;1;1,529
3451;4;1,669
3451;6;1,449
3451;7;1,549
3452;1;1,399
3452;6;1,269
3452;7;1,289
3453;1;1,609
3453;4;1,769
3453;6;1,479
3454;1;1,624
3454;3;1,679
3454;6;1,518
3454;7;1,607
3455;1;1,589
3455;4;1,769
3455;6;1,459
3455;7;1,519
3456;1;1,569
3456;4;1,719
3456;6;1,419
3456;7;1,519
3456;13;0,979
3457;1;1,609
3457;4;1,769
3457;6;1,469
3458;1;1,599
3458;4;1,741
3458;6;1,499
3458;7;1,589
3459;1;1,399
3459;4;1,659
3459;6;1,269
3459;7;1,329
3460;6;1,291
3461;1;1,569
3461;4;1,729
3461;6;1,449
3462;1;1,599
3462;4;1,799
3462;6;1,499
3462;7;1,599
3462;8;1,259
3463;1;1,459
3463;6;1,339
3464;1;1,541
3464;4;1,699
3464;6;1,421
3464;7;1,531
3465;1;1,579
3465;4;1,739
3465;6;1,469
3466;1;1,47
3466;6;1,37
3466;8;1,06
3467;1;1,509
3467;4;1,759
3467;6;1,399
3467;7;1,459
3467;8;1,11
3468;1;1,579
3468;3;1,629
3468;4;1,649
3468;6;1,449
3468;7;1,559
3469;1;1,579
3469;4;1,699
3469;6;1,459
3469;7;1,549
3470;1;1,457
3470;6;1,297
3470;7;1,317
3471;1;1,579
3471;4;1,711
3471;6;1,459
3471;7;1,525
3471;8;1,159
3472;1;1,579
3472;4;1,711
3472;6;1,459
3472;7;1,525
3472;8;1,159
3473;1;1,449
3473;6;1,279
3474;1;1,459
3474;6;1,329
3475;1;1,569
3475;4;1,709
3475;6;1,419
3475;7;1,459
3476;1;1,499
3476;4;1,668
3476;6;1,339
3476;7;1,428
3476;8;1,169
3477;1;1,569
3477;4;1,701
3477;6;1,527
3477;7;1,61
3478;1;1,469
3478;6;1,299
3478;7;1,369
3479;1;1,589
3479;4;1,749
3479;6;1,479
3480;1;1,509
3480;6;1,429
3481;1;1,449
3481;4;1,659
3481;6;1,279
3481;7;1,449
3482;1;1,514
3482;3;1,574
3482;4;1,646
3482;6;1,399
3482;7;1,465
3482;8;1,139
3482;13;0,969
3483;1;1,479
3483;4;1,689
3483;6;1,339
3483;7;1,439
3483;8;1,139
3484;1;1,629
3484;6;1,499
3484;7;1,599
3484;8;1,229
3485;1;1,589
3485;4;1,749
3485;6;1,499
3485;13;0,949
3486;1;1,589
3486;4;1,749
3486;6;1,499
3486;13;0,949
3487;1;1,484
3487;6;1,419
3487;8;1,196
3488;1;1,484
3488;6;1,389
3489;1;1,45
3489;6;1,35
3489;8;0,99
3490;1;1,579
3490;4;1,699
3490;6;1,479
3490;7;1,569
3491;1;1,499
3491;6;1,349
3491;7;1,399
3492;1;1,589
3492;4;1,749
3492;6;1,469
3492;13;0,949
3493;1;1,499
3493;6;1,369
3494;1;1,589
3494;6;1,469
3495;1;1,538
3495;4;1,728
3495;6;1,398
3495;7;1,508
3496;1;1,529
3496;6;1,409
3496;7;1,469
3497;1;1,509
3497;6;1,419
3497;8;1,059
3498;1;1,525
3498;6;1,436
3498;8;1,155
3499;1;1,549
3499;3;1,589
3499;4;1,709
3499;6;1,439
3499;7;1,539
3499;8;1,165
3500;1;1,509
3500;6;1,419
3501;1;1,526
3501;6;1,419
3502;1;1,529
3502;6;1,419
3503;1;1,539
